0,6,6,6,6,6,23,106,227,156,115,96,101,164,149,115,170,274,194,163,92,99,74,75,35
1,6,6,6,6,6,13,67,144,106,77,65,75,106,96,82,108,155,122,109,60,65,48,53,18
2,6,6,6,6,6,11,48,114,80,55,45,53,82,80,55,90,126,97,77,43,45,33,33,13
3,6,6,6,6,6,6,33,92,60,48,33,38,65,55,48,65,102,75,55,33,33,23,23,16
4,6,6,6,6,6,6,28,75,45,33,28,28,53,45,33,58,90,55,45,23,28,26,23,11
5,6,6,6,6,6,6,23,60,43,28,23,23,43,38,28,48,70,53,38,26,23,13,21,11
6,6,6,6,6,6,6,23,53,33,23,26,23,33,33,23,38,55,48,33,21,26,13,13,6
7,6,6,6,6,6,6,21,53,28,23,21,26,33,28,23,33,58,38,28,13,21,13,13,6
